alt2 min phase gs dist fb fuel lat lon hdg
22100 0.1666667 1 261.7595 0.7266885 4644.81 12.91068 -88.6161 165.2559 359
22200 0.1666667 1 262.0732 0.7275599 4638.536 12.89325 -88.60398 165.2472 359
22300 0.1666667 1 262.3869 0.7284314 4632.261 12.87582 -88.59184 165.2385 359
22400 0.1666667 1 262.7007 0.7293028 4625.987 12.85839 -88.57969 165.2299 359
22500 0.1666667 1 263.0144 0.7301743 4619.712 12.84096 -88.56752 165.2214 359
22600 0.1666667 1 263.3281 0.7310458 4613.438 12.82353 -88.55534 165.2129 359
22700 0.1666667 1 263.6418 0.7319172 4607.163 12.8061 -88.54314 165.2045 359
22800 0.1666667 1 263.9556 0.7327887 4600.889 12.78867 -88.53093 165.1962 359
22900 0.1666667 1 264.2693 0.7336601 4594.614 12.77124 -88.5187 165.1879 359
23000 0.1666667 1 264.583 0.7345316 4588.34 12.75381 -88.50646 165.1797 359
23003.33 0.005555556 1 264.5935 0.02449939 4588.131 0.4248269 -88.50605 165.1794 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.4938 165.1712 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.48156 165.1631 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.46931 165.1551 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.45706 165.1471 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.44481 165.1392 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.43256 165.1314 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.42032 165.1236 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.40807 165.1159 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.39582 165.1082 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.38357 165.1006 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.37132 165.093 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.35908 165.0855 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.34683 165.0781 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.33458 165.0707 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.32233 165.0634 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.31008 165.0561 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.29784 165.0489 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.28559 165.0417 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.27334 165.0346 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.26109 165.0275 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.24884 165.0205 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.23659 165.0135 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.22435 165.0066 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.2121 164.9997 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.19985 164.9929 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.1876 164.9861 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.17535 164.9794 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.16311 164.9727 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.15086 164.966 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.13861 164.9594 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.12636 164.9529 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.11411 164.9464 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.10187 164.9399 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.08962 164.9334 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.07737 164.9271 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.06512 164.9207 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.05287 164.9144 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.04063 164.9081 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.02838 164.9019 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.01613 164.8957 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -88.00388 164.8895 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.99163 164.8834 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.97939 164.8773 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.96714 164.8713 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.95489 164.8653 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.94264 164.8593 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.93039 164.8534 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.91815 164.8475 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.9059 164.8416 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.89365 164.8358 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.8814 164.83 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.86915 164.8242 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.8569 164.8185 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.84466 164.8128 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.83241 164.8071 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.82016 164.8015 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.80791 164.7959 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.79566 164.7903 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.78342 164.7847 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.77117 164.7792 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.75892 164.7737 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.74667 164.7683 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.73442 164.7629 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.72218 164.7575 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.70993 164.7521 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.69768 164.7468 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.68543 164.7415 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.67318 164.7362 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.66094 164.7309 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.64869 164.7257 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.63644 164.7205 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.62419 164.7153 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.61194 164.7102 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.5997 164.7051 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.58745 164.7 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.5752 164.6949 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.56295 164.6899 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.5507 164.6849 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.53845 164.6799 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.52621 164.6749 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.51396 164.67 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.50171 164.6651 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.48946 164.6602 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.47721 164.6553 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.46496 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.45271 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.44046 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.42821 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.41596 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.40371 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.39146 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.37921 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.36696 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.35472 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.34247 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.33022 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.31797 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.30572 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.29347 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.28122 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.26897 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.25672 164.6552 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.24447 164.6508 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.23222 164.6464 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.21997 164.642 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.20772 164.6376 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.19548 164.6332 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.18323 164.6288 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.17098 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.15873 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.14648 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.13423 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.12198 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.10973 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.09748 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.08523 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.07298 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.06073 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.04848 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.03623 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.02398 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -87.01173 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.99948 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.98723 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.97498 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.96273 164.6288 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.95048 164.6248 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.93823 164.6208 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.92598 164.6168 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.91374 164.6128 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.90149 164.6089 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.88924 164.6049 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.87699 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.86474 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.85249 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.84024 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.82799 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.81574 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.80349 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.79124 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.77899 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.76674 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.75449 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.74224 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.72999 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.71774 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.70549 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.69324 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.68099 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.66874 164.6048 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.65649 164.6012 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.64424 164.5976 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.632 164.5939 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.61975 164.5903 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.6075 164.5867 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.59525 164.5831 359
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.583 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.57075 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.5585 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.54625 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.534 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.52175 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.5095 164.583 0
23003.33 0.1666667 1 264.5987 0.7349964 4588.026 12.74452 -86.49725 164.583 0
